i	north	east	parent	distance	visited
3340	10.0678	-69.3467	0	105.821	1
3341	47.53	21.6392	0	47.665	1
3342	38.8808	-94.8031	0	107.707	1
3343	14.8333	-91.5167	0	118.429	1
3344	53.3825	-1.47194	0	36.6471	1
3345	42.0667	19.5	0	51.748	1
3346	54.8622	69.1408	0	77.5572	1
3347	53.6667	23.8167	0	43.4436	1
3348	51.2333	22.5667	0	44.8565	1
3349	53.9022	27.5618	0	45.417	1
3350	-5.91583	-35.2628	0	102.193	1
3351	31.418	73.079	0	93.661	1
3352	28.0181	73.3169	0	96.0059	1
3353	33.3936	120.134	0	132.802	1
3354	43.3634	-5.8423	0	47.0011	1
3355	33.4294	-111.943	0	125.425	1
3356	10.6	-66.9331	0	103.848	1
3357	12.0444	-61.7417	0	99.444	1
3358	34.0522	-118.244	0	130.812	1
3359	26.0922	-98.2778	0	117.229	1
3360	40.45	19.4833	0	53.2429	1
3361	16.5333	81.7333	0	109.899	1
3362	43.05	-87.95	0	99.6971	1
3363	35.6667	139.317	0	149.537	1
3364	38.8	-9.18333	0	52.0171	1
3365	44.2225	12.0408	0	47.3346	1
3366	49.0167	12.0833	0	42.7275	1
3367	32.7828	-96.6097	0	112.282	1
3368	-2.44278	-54.7078	0	107.418	1
3369	34.261	117.186	0	129.767	1
3370	52.2833	104.3	0	110.91	1
3371	25.0478	121.532	0	137.8	1
3372	21.2379	81.6337	0	106.735	1
3373	-23.6039	-46.9189	0	122.911	1
3374	22.2969	70.7984	0	97.9598	1
3375	0.1251	29.299	0	94.53	1
3376	30.45	114.875	0	129.393	1
3377	35.3681	132.755	0	143.557	1
3378	16.8629	-99.887	0	123.8	1
3379	39.8153	46.7519	0	68.5875	1
3380	41.8708	123.892	0	132.912	1
3381	22.47	88.11	0	111.012	1
3382	38.0297	-84.4947	0	99.1981	1
3383	52.413	-1.772	0	37.6287	1
3384	36.1975	139.281	0	149.312	1
3385	31.7592	-106.489	0	121.375	1
3386	10.6722	-63.2403	0	101.451	1
3387	-3.36667	36.6833	0	100.315	1
3388	50.0125	20.9883	0	45.1609	1
3389	49.7567	6.64139	0	40.7877	1
3390	44.1733	28.6383	0	54.0392	1
3391	22.7769	88.3459	0	111.013	1
3392	-27.3667	-55.8969	0	129.998	1
3393	37.9125	28.3206	0	59.2888	1
3394	-11.5008	-77.2091	0	127.529	1
3395	36.6944	45.1417	0	69.8516	1
3396	-43.5309	172.637	0	218.252	1
3397	22.4828	88.1818	0	111.061	1
3398	4.33131	18.5163	0	87.6469	1
3399	47.6144	-122.192	0	129.335	1
3400	43.15	20.5167	0	51.1454	1
3401	35.5667	139.367	0	149.62	1
3402	34.7333	135.583	0	146.415	1
3403	43.4667	-3.8	0	46.6882	1
3404	40.85	69.6	0	85.2049	1
3405	35.7285	139.477	0	149.664	1
3406	44.6478	-63.5714	0	78.0906	1
3407	-13.8578	-40.0839	0	111.325	1
3408	53.4247	14.5553	0	39.365	1
3409	32.4831	117.016	0	130.388	1
3410	31.5514	-97.1558	0	113.382	1
3411	-11.1822	28.8833	0	105.224	1
3412	9.74569	-63.1832	0	102.141	1
3413	41.8471	126.93	0	135.757	1
3414	25.85	87.85	0	108.779	1
3415	34.8828	-1.31667	0	55.1329	1
3416	10.35	77.95	0	111.447	1
3417	-29.9027	-71.252	0	139.476	1
3418	36.6239	101.779	0	114.926	1
3419	5.33639	-4.02667	0	84.7593	1
3420	46.7598	36.7845	0	56.7698	1
3421	7.88333	-11.1833	0	82.8747	1
3422	10.1692	-70.0783	0	106.226	1
3423	-41.4718	-72.9396	0	150.35	1
3424	40.9667	-5.66389	0	49.3594	1
3425	-23.5286	-46.345	0	122.624	1
3426	38.3686	34.0297	0	61.8371	1
3427	34.2492	132.566	0	143.812	1
3428	10.6667	-61.5167	0	100.39	1
3429	35.4886	139.407	0	149.686	1
3430	25.2667	110.283	0	127.878	1
3431	42.7335	-84.5467	0	96.8621	1
3432	32.5822	131.665	0	143.64	1
3433	23.6842	113.051	0	131.066	1
3434	36.5656	128.725	0	139.375	1
3435	38.0422	114.509	0	125.745	1
